0.11560161   0.07730886     -0.83999   -0.38860   -0.17404   -0.06420	 0.03788    0.38660    0.46777    0.51127    0.61696	0.64173    
0.12060161   0.05230886     -0.78171   -0.38851   -0.18123   -0.11618	 0.06068    0.39136    0.51023    0.53837    0.66945	0.67900    
0.12060161   0.05730886     -0.81281   -0.38853   -0.17747   -0.08864	 0.03794    0.39967    0.50585    0.51125    0.65594	0.66239    
0.12060161   0.06230886     -0.84388   -0.38854   -0.17559   -0.05928	 0.01664    0.40856    0.47507    0.51049    0.64167	0.64735    
0.12060161   0.06730886     -0.87492   -0.38856   -0.17454   -0.02953	-0.00266    0.41786    0.44373    0.51045    0.62612	0.63514    
0.12060161   0.07230886     -0.88246   -0.38857   -0.17391   -0.02251	 0.00295    0.41114    0.42887    0.51044    0.61015	0.62501    
0.12060161   0.07730886     -0.86650   -0.38859   -0.17348   -0.03802	 0.03331    0.37988    0.43899    0.51047    0.59440	0.61646    
0.09060161   0.05230886     -0.84322   -0.38857   -0.17688   -0.06558	-0.05337    0.50823    0.57473    0.58204    0.61290	0.61567    
0.09060161   0.04730886     -0.87216   -0.81575   -0.38857   -0.17737	-0.08709   -0.03072    0.50820    0.55700    0.59079	0.59795    
0.09060161   0.04230886     -0.78864   -0.38858   -0.17912   -0.11187	-0.00214    0.50803    0.52931    0.58782    0.60029	0.67002    
0.09060161   0.03730886     -0.76254   -0.38859   -0.18325   -0.13359	 0.02724    0.49784    0.50896    0.58182    0.60788	0.70132    
0.09060161   0.03230886     -0.73774   -0.38860   -0.19210   -0.14940	 0.05715    0.46686    0.50850    0.57709    0.61544	0.73305    
0.09060161   0.02730886     -0.71462   -0.38863   -0.20655   -0.15798	 0.08744    0.43514    0.50843    0.57324    0.62305	0.74125    
0.09060161   0.02230886     -0.69370   -0.38866   -0.22341   -0.16196	 0.11803    0.40325    0.50841    0.57009    0.63070	0.73058    
0.09560161   0.05230886     -0.82792   -0.38857   -0.17706   -0.07574	-0.04144    0.50787    0.55421    0.58094    0.61767	0.63377    
0.09560161   0.04730886     -0.79912   -0.38857   -0.17849   -0.10220	-0.01460    0.50770    0.54575    0.58742    0.60821	0.64506    
0.09560161   0.04230886     -0.77094   -0.38857   -0.18204   -0.12656	 0.01358    0.50736    0.53189    0.56457    0.62597	0.66500    
0.09560161   0.03730886     -0.74359   -0.38858   -0.19024   -0.14559	 0.04250    0.50419    0.51097    0.55169    0.63714	0.69239    
0.09560161   0.03230886     -0.71733   -0.38860   -0.20554   -0.15649	 0.07196    0.47775    0.50788    0.54478    0.64575	0.72269    
0.09560161   0.02730886     -0.69254   -0.38862   -0.22534   -0.16142	 0.10185    0.44695    0.50751    0.54012    0.65356	0.75385    
0.09560161   0.02230886     -0.66974   -0.38865   -0.24574   -0.16375	 0.13209    0.41548    0.50728    0.53661    0.66104	0.75739    
0.10060161   0.05230886     -0.81402   -0.38856   -0.17759   -0.08830	-0.02355    0.50525    0.52588    0.57270    0.62882	0.66439    
0.10060161   0.04730886     -0.78439   -0.38856   -0.18022   -0.11500	 0.00307    0.50364    0.52078    0.59499    0.60555	0.67101    
0.10060161   0.04230886     -0.75520   -0.38856   -0.18648   -0.13782	 0.03069    0.50089    0.51645    0.56577    0.63285	0.67988    
0.10060161   0.03730886     -0.72663   -0.38857   -0.20003   -0.15281	 0.05906    0.49571    0.51220    0.53796    0.65678	0.69401    
0.10060161   0.03230886     -0.69890   -0.38858   -0.22068   -0.15987	 0.08802    0.48270    0.50566    0.52084    0.67247	0.71670    
0.10060161   0.02730886     -0.67236   -0.38860   -0.24406   -0.16301	 0.11746    0.45762    0.49962    0.51595    0.68268	0.74500    
0.10060161   0.02230886     -0.64750   -0.38864   -0.26728   -0.16461	 0.14730    0.42781    0.49579    0.51426    0.69082	0.77495    
0.10560161   0.05230886     -0.80220   -0.38855   -0.17841   -0.09894	-0.00403    0.48623    0.51262    0.56337    0.64195	0.69653    
0.10560161   0.04730886     -0.77185   -0.38855   -0.18254   -0.12508	 0.02200    0.48028    0.51194    0.59403    0.61062	0.70220    
0.10560161   0.04230886     -0.74179   -0.38854   -0.19228   -0.14541	 0.04901    0.47449    0.51144    0.57723    0.62652	0.70860    
0.10560161   0.03730886     -0.71213   -0.38855   -0.21077   -0.15662	 0.07678    0.46882    0.51090    0.54600    0.65640	0.71626    
0.10560161   0.03230886     -0.68302   -0.38856   -0.23502   -0.16151	 0.10520    0.46284    0.50835    0.51767    0.68376	0.72675    
0.10560161   0.02730886     -0.65474   -0.38858   -0.26102   -0.16380	 0.13416    0.45442    0.48646    0.51180    0.70479	0.74366    
0.10560161   0.02230886     -0.62771   -0.38862   -0.28678   -0.16504	 0.16356    0.43668    0.46927    0.51132    0.71788	0.76829    
0.11060161   0.05230886     -0.79271   -0.38854   -0.17942   -0.10720	 0.01666    0.45538    0.51095    0.55433    0.65608	0.71216    
0.11060161   0.04730886     -0.76185   -0.38853   -0.18525   -0.13230	 0.04202    0.44865    0.51081    0.58572    0.62407	0.72512    
0.11060161   0.04230886     -0.73112   -0.38852   -0.19846   -0.14991	 0.06836    0.44243    0.51067    0.59078    0.61830	0.73557    
0.11060161   0.03730886     -0.70057   -0.38852   -0.22046   -0.15854	 0.09553    0.43671    0.51048    0.55922    0.64904	0.74385    
0.11060161   0.03230886     -0.67032   -0.38853   -0.24701   -0.16230	 0.12338    0.43146    0.50995    0.52795    0.67947	0.75165    
0.11060161   0.02730886     -0.64051   -0.38854   -0.27500   -0.16417	 0.15183    0.42647    0.49514    0.51143    0.70840	0.76046    
0.11060161   0.02230886     -0.61143   -0.38858   -0.30302   -0.16523	 0.18076    0.42106    0.46563    0.51085    0.73338	0.77273    
0.11560161   0.05230886     -0.78581   -0.38853   -0.18044   -0.11295	 0.03829    0.42340    0.51047    0.54594    0.67064	0.69377    
0.11560161   0.04730886     -0.75467   -0.38851   -0.18784   -0.13684	 0.06294    0.41620    0.51046    0.57741    0.63881	0.70877    
0.11560161   0.04230886     -0.72355   -0.38850   -0.20368   -0.15226	 0.08862    0.40961    0.51041    0.60337    0.61216	0.72459    
0.11560161   0.03730886     -0.69247   -0.38850   -0.22773   -0.15942	 0.11516    0.40365    0.51033    0.57394    0.64084	0.74112    
0.11560161   0.03230886     -0.66147   -0.38849   -0.25562   -0.16263	 0.14245    0.39831    0.51013    0.54225    0.67180	0.75796    
0.11560161   0.02730886     -0.63060   -0.38850   -0.28491   -0.16429	 0.17036    0.39359    0.50701    0.51364    0.70233	0.77384    
0.11560161   0.02230886     -0.59995   -0.38852   -0.31461   -0.16526	 0.19882    0.38940    0.47848    0.51078    0.73185	0.78697    
0.12060161   0.05230886     -0.78171   -0.38851   -0.18123   -0.11618	 0.06068    0.39136    0.51023    0.53837    0.66945	0.67900    
0.12060161   0.04730886     -0.75058   -0.38850   -0.18969   -0.13904	 0.08464    0.38370    0.51029    0.56970    0.65412	0.68600    
0.12060161   0.04230886     -0.71943   -0.38849   -0.20691   -0.15315	 0.10965    0.37671    0.51028    0.60047    0.62277	0.70174    
0.12060161   0.03730886     -0.68825   -0.38847   -0.23177   -0.15963	 0.13557    0.37041    0.51025    0.58947    0.63298	0.71875    
0.12060161   0.03230886     -0.65705   -0.38846   -0.26011   -0.16263	 0.16228    0.36482    0.51016    0.55783    0.66383	0.73679    
0.12060161   0.02730886     -0.62583   -0.38845   -0.28983   -0.16422	 0.18966    0.35996    0.50973    0.52655    0.69457	0.75573    
0.12060161   0.02230886     -0.59460   -0.38845   -0.32017   -0.16517	 0.21761    0.35582    0.49377    0.51102    0.72485	0.77523    
0.09060161   0.05230886     -0.38857   -0.17688   -0.06558   -0.05337	 0.50823    0.57473    0.58204    0.61290    0.61567	0.78975    
0.09060161   0.05730886     -0.38857   -0.17737   -0.08708   -0.03071	 0.50820    0.55699    0.59078    0.59796    0.64012	0.78491    
0.09060161   0.06230886     -0.38858   -0.17912   -0.11187   -0.00214	 0.50803    0.52929    0.58785    0.60027    0.67004	0.77497    
0.09060161   0.06730886     -0.76255   -0.38859   -0.18325   -0.13359	 0.02724    0.49781    0.50896    0.58184    0.60786	0.70135    
0.09060161   0.07230886     -0.73775   -0.38860   -0.19210   -0.14940	 0.05715    0.46683    0.50850    0.57712    0.61541	0.73308    
0.09060161   0.07730886     -0.71463   -0.38863   -0.20654   -0.15798	 0.08744    0.43511    0.50843    0.57327    0.62303	0.74122    
0.08560161   0.05230886     -0.38857   -0.17706   -0.07574   -0.04144	 0.50787    0.55423    0.58096    0.61764    0.63375	0.77777    
0.08560161   0.05730886     -0.38857   -0.17849   -0.10220   -0.01460	 0.50770    0.54577    0.58741    0.60822    0.64505	0.78811    
0.08560161   0.06230886     -0.38857   -0.18204   -0.12656    0.01358	 0.50736    0.53189    0.56457    0.62596    0.66501	0.79163    
0.08560161   0.06730886     -0.74359   -0.38858   -0.19024   -0.14559	 0.04250    0.50418    0.51096    0.55171    0.63712	0.69241    
0.08560161   0.07230886     -0.71733   -0.38860   -0.20553   -0.15649	 0.07196    0.47773    0.50788    0.54481    0.64573	0.72271    
0.08560161   0.07730886     -0.69254   -0.38862   -0.22533   -0.16142	 0.10185    0.44692    0.50751    0.54014    0.65353	0.75388    
0.08060161   0.05230886     -0.38856   -0.17759   -0.08831   -0.02356	 0.50526    0.52590    0.57273    0.62879    0.66436	0.75800    
0.08060161   0.05730886     -0.38856   -0.18022   -0.11500    0.00306	 0.50365    0.52079    0.59497    0.60556    0.67099	0.77186    
0.08060161   0.06230886     -0.75520   -0.38856   -0.18648   -0.13782	 0.03069    0.50090    0.51645    0.56574    0.63287	0.67987    
0.08060161   0.06730886     -0.72663   -0.38857   -0.20003   -0.15281	 0.05906    0.49572    0.51220    0.53794    0.65678	0.69401    
0.08060161   0.07230886     -0.69890   -0.38858   -0.22068   -0.15987	 0.08802    0.48269    0.50566    0.52085    0.67245	0.71671    
0.08060161   0.07730886     -0.67236   -0.38860   -0.24406   -0.16301	 0.11746    0.45759    0.49964    0.51596    0.68266	0.74502    
0.07560161   0.05230886     -0.80219   -0.38855   -0.17841   -0.09894	-0.00404    0.48626    0.51262    0.56340    0.64192	0.69650    
0.07560161   0.05730886     -0.77185   -0.38855   -0.18255   -0.12508	 0.02200    0.48031    0.51194    0.59405    0.61059	0.70217    
0.07560161   0.06230886     -0.38854   -0.19229   -0.14541    0.04900	 0.47452    0.51144    0.57720    0.62654    0.70858	0.76792    
0.07560161   0.06730886     -0.71212   -0.38855   -0.21077   -0.15662	 0.07678    0.46885    0.51090    0.54598    0.65642	0.71624    
0.07560161   0.07230886     -0.68302   -0.38856   -0.23502   -0.16151	 0.10520    0.46286    0.50834    0.51765    0.68377	0.72674    
0.07560161   0.07730886     -0.65474   -0.38858   -0.26102   -0.16380	 0.13416    0.45443    0.48645    0.51180    0.70478	0.74366    
0.07060161   0.05230886     -0.79270   -0.38854   -0.17942   -0.10721	 0.01665    0.45541    0.51095    0.55435    0.65605	0.71218    
0.07060161   0.05730886     -0.76184   -0.38853   -0.18525   -0.13231	 0.04201    0.44868    0.51081    0.58574    0.62404	0.72513    
0.07060161   0.06230886     -0.73111   -0.38852   -0.19846   -0.14992	 0.06836    0.44245    0.51067    0.59075    0.61832	0.73556    
0.07060161   0.06730886     -0.70057   -0.38852   -0.22046   -0.15854	 0.09552    0.43674    0.51048    0.55919    0.64906	0.74383    
0.07060161   0.07230886     -0.67032   -0.38853   -0.24702   -0.16231	 0.12338    0.43149    0.50995    0.52792    0.67949	0.75163    
0.07060161   0.07730886     -0.64051   -0.38854   -0.27500   -0.16417	 0.15183    0.42650    0.49512    0.51143    0.70842	0.76044    
0.06560161   0.05230886     -0.78580   -0.38853   -0.18044   -0.11296	 0.03828    0.42342    0.51047    0.54597    0.67061	0.69380    
0.06560161   0.05730886     -0.75466   -0.38851   -0.18784   -0.13685	 0.06294    0.41622    0.51046    0.57743    0.63878	0.70880    
0.06560161   0.06230886     -0.72354   -0.38850   -0.20368   -0.15227	 0.08861    0.40963    0.51041    0.60335    0.61216	0.72461    
0.06560161   0.06730886     -0.69246   -0.38850   -0.22774   -0.15942	 0.11516    0.40367    0.51033    0.57391    0.64086	0.74114    
0.06560161   0.07230886     -0.66146   -0.38849   -0.25563   -0.16263	 0.14244    0.39834    0.51013    0.54222    0.67182	0.75799    
0.06560161   0.07730886     -0.63059   -0.38850   -0.28492   -0.16429	 0.17036    0.39362    0.50699    0.51362    0.70236	0.77386    
